codigo,codigo_nombre,familia_producto,atencion,venta_dirigida,concepto_1,concepto_2,plan,vigencia
SF.ON.P.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.ON.R.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.ON.R.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.ON.R.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.ON.R.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.ON.M.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.ON.M.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.ON.M.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.ON.M.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.OF.P.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.OF.P.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.OF.P.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.OF.P.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.OF.R.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.OF.R.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.OF.R.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.OF.R.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.OF.M.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.OF.M.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.OF.M.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.OF.M.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.AG.P.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.AG.P.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.AG.P.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.AG.P.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.AG.R.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.AG.R.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.AG.R.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.AG.R.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.AG.M.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.AG.M.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.AG.M.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.AG.M.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.TE.P.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.TE.P.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.TE.P.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.TE.P.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.TE.R.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.TE.R.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.TE.R.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.TE.R.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.TE.M.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.TE.M.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.TE.M.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.TE.M.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.PR.P.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.PR.P.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.PR.P.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.PR.P.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.PR.R.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.PR.R.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.PR.R.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.PR.R.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.PR.M.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.PR.M.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.PR.M.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.PR.M.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.ON.P.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.ON.P.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.ON.P.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.ON.P.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.ON.R.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.ON.R.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.ON.R.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.ON.R.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.ON.M.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.ON.M.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.ON.M.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.ON.M.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.OF.P.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.OF.P.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.OF.P.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.OF.P.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.OF.R.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.OF.R.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.OF.R.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.OF.R.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.OF.M.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.OF.M.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.OF.M.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.OF.M.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.AG.P.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.AG.P.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.AG.P.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.AG.P.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.AG.R.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.AG.R.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.AG.R.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.AG.R.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.AG.M.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.AG.M.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.AG.M.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.AG.M.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Agente movil,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.TE.P.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.TE.P.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.TE.P.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.TE.P.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.TE.R.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.TE.R.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.TE.R.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.TE.R.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.TE.M.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.TE.M.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.TE.M.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.TE.M.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Tercero vinculado,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.PR.P.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.PR.P.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.PR.P.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.PR.P.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.PR.R.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.PR.R.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.PR.R.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.PR.R.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.PR.M.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.PR.M.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.PR.M.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.PR.M.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Preferenciales,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.ON.P.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.ON.P.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Renovacion,Basico,Vigencia 1 ano
SF.ON.P.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.ON.P.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.ON.P.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.ON.R.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.ON.R.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Renovacion,Basico,Vigencia 1 ano
SF.ON.R.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.ON.R.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.ON.R.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Representante Legal,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.ON.M.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.ON.M.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Renovacion,Basico,Vigencia 1 ano
SF.ON.M.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.ON.M.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.ON.M.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Miembro de empresa,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.OF.P.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.OF.P.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Renovacion,Basico,Vigencia 1 ano
SF.OF.P.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.OF.P.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.OF.P.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Personas Naturales,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.OF.R.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Offline,Representante Legal,Sin firma,Renovacion,Mini,Vigencia 1 ano
